movieId,titre,genres,annee,realisateur,acteurs,mots_cles
37741,Capote,Crime|Drama,2005,Bennett Miller,"['Philip Seymour Hoffman', 'Catherine Keener', 'Clifton Collins Jr.']","['dreams', 'based on novel or book', 'self-fulfilling prophecy', 'identity', 'literature', 'journalism', 'literature research', 'biography', 'based on true story', 'kansas, usa', 'magazine', 'author', 'truman capote', '1950s', '1960s']"
37830,Final Fantasy VII: Advent Children,Action|Adventure|Animation|Fantasy|Sci-Fi,2004,野村哲也,"['Takahiro Sakurai', '伊藤歩', '森久保祥太郎']","['airplane', 'swordplay', 'megacity', 'wheelchair', 'based on video game', 'ruins', 'anime']"
37844,Roll Bounce,Comedy|Drama|Romance,2005,Malcolm D. Lee,"['Shad Moss', 'Brandon T. Jackson', 'Chi McBride']",[]
37853,Into the Blue,Action|Adventure|Crime|Thriller,2005,John Stockwell,"['Paul Walker', 'Jessica Alba', 'Scott Caan']","['treasure', 'airplane', 'diving', 'shipwreck', 'cocaine', 'shark attack', 'sailing', 'bahamas', 'treasure hunt', 'wrack', 'scuba diving', 'shark', 'scuba', 'adventurer']"
37857,MirrorMask,Adventure|Children|Drama|Fantasy,2005,Dave McKean,"['Stephanie Leonidas', 'Jason Barry', 'Rob Brydon']",['dreams']
38038,Wallace & Gromit in The Curse of the Were-Rabbit,Adventure|Animation|Children|Comedy,2005,Steve Box,"['Peter Sallis', 'Ralph Fiennes', 'Helena Bonham Carter']","['northern england', 'hunter', 'competition', 'village', 'garden', 'villain', 'parody', 'vegetable', 'yorkshire', 'stop motion', 'contest', 'dog', 'rabbit', 'pest control', 'giant vegetable', 'claymation', 'plasticine', '3d animation', 'joyous', 'whimsical']"
38061,Kiss Kiss Bang Bang,Comedy|Crime|Mystery|Thriller,2005,Shane Black,"['Robert Downey Jr.', 'Val Kilmer', 'Michelle Monaghan']","['detective', 'loser', 'thief', 'crush', 'whodunit', 'los angeles, california', 'series of murders', 'hoodlum', 'female corpse', 'neo-noir', 'christmas', 'bumbling detective']"
38095,"Bittersweet Life, A (Dalkomhan insaeng)",Action|Crime|Drama,2005,Kim Jee-woon,"['Lee Byung-hun', 'Kim Yeong-cheol', 'Shin Min-a']","['buried alive', 'handlanger', 'revenge', 'fugitive', 'extramarital affair', 'romantic', 'enchant']"
38159,"Short Film About Love, A (Krótki film o milosci)",Drama|Romance,1988,Krzysztof Kieślowski,"['Grażyna Szapołowska', 'Olaf Lubaszenko', 'Stefania Iwińska']","['love', 'wistful', 'hopeful']"
38164,"All This, and Heaven Too",Drama|Romance,1940,Anatole Litvak,"['Bette Davis', 'Charles Boyer', 'Jeffrey Lynn']","['france', 'based on novel or book', 'duke', 'governess', ""girls' school""]"
38198,Darwin's Nightmare,Documentary,2004,,,
38294,Beowulf & Grendel,Action|Adventure|Drama|Fantasy,2005,Sturla Gunnarsson,"['Gerard Butler', 'Spencer Wilding', 'Stellan Skarsgård']","['hero', 'mythology', 'mythical creature', 'vikings (norsemen)', 'nordic mythology', 'swordsman', 'mythological beast', 'norse mythology', 'based on myths, legends or folklore', 'sword and sorcery', '6th century', 'beowulf']"
38304,No Direction Home: Bob Dylan,Documentary,2005,Martin Scorsese,"['Bob Dylan', 'Allen Ginsberg', 'Joan Baez']","['singer-songwriter', 'rock singer', 'performance folk rock', 'retired singer', 'life and career', 'famous song', 'biographical', 'biographical documentary']"
38388,Goal! The Dream Begins (Goal!),Drama,2005,Danny Cannon,"['Kuno Becker', 'Tony Plana', 'Stephen Dillane']","['sports', 'restaurant', 'coach', 'football (soccer)', 'computer game']"
38583,"Wraith, The",Action|Horror|Sci-Fi|Thriller,1986,Mike Marvin,"['Charlie Sheen', 'Nick Cassavetes', 'Sherilyn Fenn']","['sheriff', 'car race', 'cemetery', 'killing', 'arizona', 'reincarnation', 'car crash', 'romance', 'street race', 'revenge', 'murder', 'gang', 'motorcycle', 'ghost']"
38798,In Her Shoes,Comedy|Drama,2005,Curtis Hanson,"['Cameron Diaz', 'Toni Collette', 'Shirley MacLaine']","['hotel', 'florida', 'newspaper', 'suicide', 'beach', 'philadelphia, pennsylvania', 'based on novel or book', 'bride', 'liar', 'wine', 'dyslexia', 'bikini', 'flashback', 'love', 'money', 'grief', 'lawyer', 'wedding', 'audition', 'death', 'drunk', 'shoe', 'deceit', 'rumor', 'blame', 'sister sister relationship', 'dramatic']"
38886,"Squid and the Whale, The",Comedy|Drama,2005,Noah Baumbach,"['Jeff Daniels', 'Laura Linney', 'Jesse Eisenberg']","['uniform', 'new york city', 'museum', 'coming of age', 'writer', 'private', 'brooklyn, new york city', 'tryst', 'semi autobiographical', 'broken family', '1980s']"
38992,Two for the Money,Drama,2005,D.J. Caruso,"['Al Pacino', 'Matthew McConaughey', 'Rene Russo']","['bet', 'career', 'sports', 'american football', 'greed', 'based on true story']"
39183,Brokeback Mountain,Drama|Romance,2005,Ang Lee,"['Heath Ledger', 'Jake Gyllenhaal', 'Michelle Williams']","['secret love', 'wyoming, usa', 'countryside', 'homophobia', 'marriage crisis', 'intolerance', 'in the closet', 'summer', 'cowboy', 'lgbt', 'star crossed lovers', '1960s', 'thoughtful', 'closeted homosexual', 'gay romance', 'gay theme', 'gay relationship', 'matter of fact']"
39231,Elizabethtown,Comedy|Drama|Romance,2005,Cameron Crowe,"['Orlando Bloom', 'Kirsten Dunst', 'Susan Sarandon']","['hotel room', 'new love', 'airplane', 'funeral', 'suicide attempt', 'lovers', 'falling in love', 'hometown', 'return to hometown']"
39234,North Country,Drama,2005,Niki Caro,"['Charlize Theron', 'Frances McDormand', 'Woody Harrelson']","['rape', 'court', 'minnesota', 'harassment', 'witness', 'based on true story', 'lawsuit', 'miner', 'insult', 'love', 'sexual harassment', 'battle', 'single mother', 'woman director', 'landmark', '1980s', 'admiring']"
39292,"Good Night, and Good Luck.",Crime|Drama,2005,George Clooney,"['David Strathairn', 'Patricia Clarkson', 'George Clooney']","['government', 'telecaster', 'political activism', 'politician', 'based on true story', 'anti-communism', 'black and white', 'mccarthyism', 'tv news anchor', '1950s', 'government witch hunt', 'complex', 'complicated']"
39307,Dreamer: Inspired by a True Story,Children|Drama,2005,John Gatins,"['Kurt Russell', 'Dakota Fanning', 'Kris Kristofferson']","['sports', 'parent child relationship', 'horse race', 'horse', 'kentucky', 'based on true story', 'family relationships']"
39381,"Proposition, The",Crime|Drama|Western,2005,John Hillcoat,"['Guy Pearce', 'Ray Winstone', 'Danny Huston']","['australia', 'bounty hunter', 'psychopath', 'gallows', 'outlaw', 'misanthrophy', 'decapitation', 'gang', 'shootout', 'sadist', 'brutality', 'hideout', 'retribution', 'flogging', 'whipping', 'sunset', 'australian outback', 'christmas', '19th century', 'aborigine', 'savagery', 'australian western']"
39400,"Fog, The",Action|Horror|Mystery|Thriller,2005,Rupert Wainwright,"['Tom Welling', 'Maggie Grace', 'Selma Blair']","['sea', 'small town', 'ship', 'gold', 'island', 'california', 'fire', 'beach', 'penalty', 'parent child relationship', 'prophecy', 'sword', 'cemetery', 'narration', 'beheading', 'fog', 'leprosy', 'lighthouse', 'ghost ship', 'weather service', 'unatoned crime', 'remake', 'killer', 'denunciation', 'supernatural power', 'supernatural horror']"
39414,Shopgirl,Comedy|Drama|Romance,2005,Anand Tucker,"['Steve Martin', 'Claire Danes', 'Jason Schwartzman']",['salesclerk']
39427,Stay,Thriller,2005,Marc Forster,"['Ewan McGregor', 'Naomi Watts', 'Ryan Gosling']","['loss of sense of reality', 'time warp', 'suicide attempt', 'psychiatrist', 'parallel world']"
39435,"Legend of Zorro, The",Action|Adventure|Drama|Western,2005,Martin Campbell,"['Antonio Banderas', 'Catherine Zeta-Jones', 'Adrian Alonso']","['california', 'hero', 'mexico', 'parent child relationship', 'marriage crisis', 'spy', 'superhero', 'secret organization', 'sequel', 'sword fight', 'conspiracy', 'divorce', 'swashbuckler', 'american civil war', 'zorro', 'good versus evil']"
39444,"Weather Man, The",Comedy|Drama,2005,Gore Verbinski,"['Nicolas Cage', 'Michael Caine', 'Hope Davis']","['chicago, illinois', 'daughter', 'new york city', 'midlife crisis', 'father', 'weather forecaster', 'terminal illness']"
39446,Saw II,Horror|Thriller,2005,Darren Lynn Bousman,"['Tobin Bell', 'Donnie Wahlberg', 'Shawnee Smith']","['sadism', 'riddle', 'sequel', 'serial killer', 'torture', 'survival horror', 'death match', 'mind game', 'death game', 'sadistic horror']"
39449,Prime,Comedy|Drama|Romance,2005,Ben Younger,"['Uma Thurman', 'Meryl Streep', 'Bryan Greenberg']","['new york city', 'lovesickness', 'jealousy', ""love of one's life"", 'therapist', 'age difference', 'photographer', 'date', 'jewry', 'jewish life', 'nightclub', 'artist', 'kiss', 'blonde', 'older woman younger man relationship', 'desire to have children']"
39516,Don't Move (Non ti muovere),Drama,2004,Sergio Castellitto,"['Penélope Cruz', 'Sergio Castellitto', 'Claudia Gerini']",[]
39715,American Pie Presents: Band Camp (American Pie 4: Band Camp),Comedy,2005,Steve Rash,"['Tad Hilgenbrink', 'Arielle Kebbel', 'Jason Earles']","['spanner', 'hidden camera', 'marching band', 'family relationships', 'camp', 'spin off', 'family', 'teenage sexuality', 'sex comedy']"
39801,"Great Yokai War, The (Yôkai daisensô)",Adventure|Comedy|Fantasy|Horror,2005,Takashi Miike,"['Ryunosuke Kamiki', 'Hiroyuki Miyasako', '南果歩']","['japan', 'based on manga', 'warfare', 'festival', 'youkai', 'monsters', 'kappa']"
39869,Manderlay,Drama,2005,Lars von Trier,"['Bryce Dallas Howard', 'Isaach de Bankolé', 'Danny Glover']","['southern usa', 'slavery', 'plantation', 'sequel', 'contract', 'race', 'duringcreditsstinger', 'emancipation', 'employment', 'racial equality']"
40148,Revolver,Crime|Drama|Thriller,2005,Guy Ritchie,"['Jason Statham', 'Ray Liotta', 'Vincent Pastore']","['cash', 'wrong diagnosis', 'foretelling', 'waterboarding', 'safe box', 'reload', 'pinstripe suit', 'driving cap', 'trash talk', 'thoughtful']"
40278,Jarhead,Action|Drama|War,2005,Sam Mendes,"['Jake Gyllenhaal', 'Jamie Foxx', 'Peter Sarsgaard']","['sniper', 'california', 'gulf war', 'petrol', 'marine corps', 'kuwait', 'soldier', 'based on memoir or autobiography', 'iraq war', 'u.s. marine', 'anti war', '1990s', 'desert storm', 'harsh']"
40339,Chicken Little,Action|Adventure|Animation|Children|Comedy|Sci-Fi,2005,Mark Dindal,"['Zach Braff', 'Garry Marshall', 'Don Knotts']","['fish', 'small town', 'space marine', 'superhero', 'chicken', 'cartoon', 'alien', 'coming of age', 'computer animation', 'best friend', 'alien invasion', 'animals', 'duringcreditsstinger', 'spaceship', 'talking animal', '3d animation', 'awestruck']"
40412,Dead Man's Shoes,Crime|Thriller,2004,Shane Meadows,"['Paddy Considine', 'Toby Kebbell', 'Gary Stretch']","['drug abuse', 'rage and hate', 'brother', 'bullying', 'punishment', 'home movie footage', 'revenge', 'soldier', 'cruelty', 'brutality', 'army veteran']"
40414,Joyeux Noël (Merry Christmas),Drama|War,2005,Christian Carion,"['Diane Kruger', 'Benno Fürmann', 'Guillaume Canet']","['world war i', 'based on true story', 'opera singer', 'christmas', '1910s', 'trench warfare', ""no man's land"", 'christmas eve']"
40478,Night of the Lepus,Horror|Sci-Fi|Thriller,1972,William F. Claxton,"['Stuart Whitman', 'Janet Leigh', 'Rory Calhoun']","['animal attack', 'rabbit', 'dead family', 'giant animal', 'mutant animal', 'pantyhose', 'gene manipulation', 'child killed by animal', 'bloody body of child']"
40491,"Match Factory Girl, The (Tulitikkutehtaan tyttö)",Comedy|Drama,1990,Aki Kaurismäki,"['Kati Outinen', 'Elina Salo', 'Esko Nikkari']","['helsinki, finland', 'factory worker', 'match', 'isolation', 'parent child relationship', 'poison', 'monotony', 'murder', 'loneliness']"
40578,Sword of the Beast (Kedamono no ken),Action|Drama,1965,Hideo Gosha,"['Mikijirô Hira', '加藤剛', '岩下志麻']","['gold', 'gambling', 'ronin', 'shogun', 'jidaigeki', 'edo period', 'feudal japan', '19th century']"
40581,Just Friends,Comedy|Romance,2005,Roger Kumble,"['Ryan Reynolds', 'Amy Smart', 'Anna Faris']","['change', 'holiday', 'success', 'falling in love', 'hometown', 'arrogance', 'weight loss', 'christmas', 'awestruck']"
40583,Syriana,Drama|Thriller,2005,Stephen Gaghan,"['George Clooney', 'Matt Damon', 'Jeffrey Wright']","['petrol', 'central intelligence agency (cia)', 'middle east', 'capitalism', 'globalization', 'persia', 'war on terror', 'conspiracy', 'false flag', 'geopolitics', 'us imperialism', 'war for oil']"
40597,One-Way Ticket to Mombasa (Menolippu Mombasaan),Comedy|Drama,2002,Hannu Tuomainen,"['Antti Tarvainen', 'Joonas Saartamo', 'Johanna Rönnlöf']",['road movie']
40614,Derailed,Drama|Thriller,2005,Mikael Håfström,"['Clive Owen', 'Jennifer Aniston', 'Vincent Cassel']","['hotel room', 'chicago, illinois', 'husband wife relationship', 'based on novel or book', 'blackmail', 'anonymous letter', ""family's daily life"", 'relationship problems', 'rape victim', 'commuter', 'extramarital affair', 'teenage daughter', 'advertising executive', 'torment', 'chance meeting', 'traumatic experience', 'marital tensions', 'commuter train', 'child with illness', 'diabetic child']"
40617,Creep,Horror|Thriller,2004,Christopher Smith,"['Franka Potente', 'Sean Harris', 'Vas Blackwood']","['london, england', 'escape', 'chase', 'insanity', 'subway', 'cellar', 'london underground', 'rape attempt', 'train', 'sewer', 'vagrant', 'tunnel', 'disturbed', 'absurd', 'callous', 'ghoulish']"
40629,Pride & Prejudice,Drama|Romance,2005,Joe Wright,"['Keira Knightley', 'Matthew Macfadyen', 'Brenda Blethyn']","['based on novel or book', 'england', 'bachelor', 'family relationships', 'suitor', 'prejudice', 'period drama', 'pride', '18th century', 'opposites attract', 'gentleman', 'georgian or regency era', 'sisters']"
40697,Babylon 5,Sci-Fi,1993,,,
40723,Wolf Creek,Crime|Horror|Thriller,2005,Greg McLean,"['John Jarratt', 'Cassandra Magrath', 'Kestie Morassi']","['australia', 'tourist', 'backpacker', 'outback', 'western australia']"
40732,"Descent, The",Adventure|Drama|Horror|Thriller,2005,Neil Marshall,"['Shauna Macdonald', 'Natalie Mendoza', 'Alex Reid']","['panic', 'darkness', 'mutant', 'expedition', 'cave', 'claustrophobia', 'trauma', 'gore', 'female friendship', 'rope', 'climbing', 'appalachia', 'friends', 'female protagonist', 'best friend', 'creature', 'survival horror', 'grieving', 'speleology', 'camcorder', 'suspenseful', 'ambivalent']"
40815,Harry Potter and the Goblet of Fire,Adventure|Fantasy|Thriller|IMAX,2005,Mike Newell,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson']","['witch', 'dying and death', 'based on novel or book', 'magic', 'boarding school', 'maze', 'mermaid', 'school of witchcraft', 'black magic', 'chosen one', 'sequel', 'vision', 'school', 'tournament', 'dragon', 'ghost', 'wizard', 'teenage hero', 'christmas', 'based on young adult novel', 'teen adventure', 'teen fantasy']"
40819,Walk the Line,Drama|Musical|Romance,2005,James Mangold,"['Joaquin Phoenix', 'Reese Witherspoon', 'Ginnifer Goodwin']","['prison', 'adultery', 'concert', 'music record', 'country music', 'guitar', 'germany', 'loss of loved one', 'marriage', 'biography', 'based on true story', 'single', 'biting', 'accident', '1960s', 'apathetic', 'condescending', 'cruel']"
40826,Rent,Drama|Musical|Romance,2005,Chris Columbus,"['Anthony Rapp', 'Adam Pascal', 'Rosario Dawson']","['aids', 'musical', 'based on play or musical', 'hiv', 'rock opera', 'missing person', 'lgbt', 'mugging', 'manhattan, new york city', 'gay theme']"
40851,Zathura,Action|Adventure|Children|Fantasy,2005,Jon Favreau,"['Josh Hutcherson', 'Jonah Bobo', 'Dax Shepard']","['fire', 'based on novel or book', 'killer robot', 'house', 'space travel', 'wish', 'meteor', 'challenge', 'giant lizard', 'alien', 'space', 'board game', 'planet', 'astronaut', 'game', 'hardship', 'little brother', 'alternative reality', 'trapped in space', 'space adventure', 'space pirate', ""children's adventure"", 'meteor shower', 'jealous brother', 'brother brother relationship', 'alien spaceship', 'big brother', 'brothers', 'big sister', 'challenges', 'child']"
40870,C.R.A.Z.Y.,Drama,2005,Jean-Marc Vallée,"['Marc-André Grondin', 'Danielle Proulx', 'Michel Côté']","['coming out', 'canada', 'sibling relationship', 'parent child relationship', 'insurgence', 'quebec', 'coming of age', 'lgbt', 'thoughtful', 'philosophical', 'loving', 'gay theme', 'gentle', 'hopeful']"
40946,Sarah Silverman: Jesus Is Magic,Comedy|Musical,2005,Liam Lynch,"['Sarah Silverman', 'Steve Agee', 'Brian Posehn']",[]
40955,Breakfast on Pluto,Comedy|Drama,2005,Neil Jordan,"['Cillian Murphy', 'Stephen Rea', 'Brendan Gleeson']","['london, england', 'transvestism', 'transsexuality', 'loss of loved one', 'transvestite', '1970s', 'pregnancy', 'pastor', 'male homosexuality', 'ireland', 'period drama', 'lgbt', 'wonder', 'playful', 'sentimental', 'witty', 'amused', 'audacious', 'compassionate', 'exuberant', 'hopeful']"
40959,"Ice Harvest, The",Action|Comedy|Crime|Thriller,2005,Harold Ramis,"['John Cusack', 'Billy Bob Thornton', 'Connie Nielsen']","['escape', 'gangster', 'stripper', 'strip club', 'crook', 'ice storm', 'murder', 'betrayal', 'mobster', 'killer', 'alcohol abuse', 'wichita kansas', 'aggressive', 'christmas', 'ambivalent']"
40962,"Yours, Mine and Ours",Comedy|Romance,2005,Raja Gosnell,"['Dennis Quaid', 'Rene Russo', 'Rip Torn']","['big family', 'family', 'blended family']"
40966,"Libertine, The",Drama,2004,Laurence Dunmore,"['Johnny Depp', 'Samantha Morton', 'John Malkovich']","['dying and death', 'london, england', 'poet', 'monkey', 'alcoholic', 'libertine', 'syphilis', '17th century']"
41014,"Bird with the Crystal Plumage, The (Uccello dalle piume di cristallo, L')",Crime|Horror|Mystery|Thriller,1970,Dario Argento,"['Tony Musante', 'Suzy Kendall', 'Enrico Maria Salerno']","['based on novel or book', 'rome, italy', 'psychopath', 'painting', 'murder', 'serial killer', 'whodunit', 'series of murders', 'maniac', 'knifing', 'killer', 'witness to murder', 'art gallery', 'american abroad', 'expatriate', 'murder investigation', 'voyeurism', 'stutterer', 'black gloves', 'italian police', 'giallo', 'american in italy']"
41285,Match Point,Crime|Drama|Romance,2005,Woody Allen,"['Jonathan Rhys Meyers', 'Scarlett Johansson', 'Emily Mortimer']","['adultery', 'infidelity', 'london, england', 'love triangle', 'sports', 'upper class', 'tennis', 'love', 'wealth', 'lust', 'gold digger', 'luck', 'instructor', 'social climbing', 'dark romance', 'malicious', 'affair']"
41527,Paradise Now,Crime|Drama|Thriller|War,2005,Hany Abu-Assad,"['Qais Nashif', 'Ali Suliman', 'Lubna Azabal']","['individual', 'friendship', 'israel', 'palestinian-israeli conflict', 'palestine', 'middle east', 'muslim', 'civil war', 'suicide mission', 'unemployment', 'gay theme']"
41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The",Adventure|Children|Fantasy,2005,Andrew Adamson,"['William Moseley', 'Anna Popplewell', 'Skandar Keynes']","['witch', 'sibling relationship', 'saving the world', 'based on novel or book', 'self sacrifice', 'winter', 'fairy tale', 'allegory', 'cupboard', 'beaver', 'lion', 'surrealism', 'battle', ""based on children's book"", 'fantasy world', 'duringcreditsstinger', '1940s', 'high fantasy', 'based on young adult novel', 'faun', 'good versus evil']"
41569,King Kong,Action|Adventure|Drama|Fantasy|Thriller,2005,Peter Jackson,"['Naomi Watts', 'Adrien Brody', 'Jack Black']","['new york city', 'exotic island', 'movie business', 'show business', 'human animal relationship', 'great depression', 'giant insect', 'remake', 'prehistoric creature', 'dinosaur', 'creature', 'kaiju', 'empire state building', 'giant ape', 'woman in peril', '1930s', 'giant gorilla', 'grand', 'king kong']"
41571,Memoirs of a Geisha,Drama|Romance,2005,Rob Marshall,"['Zhang Zi-Yi', 'Gong Li', 'Michelle Yeoh']","['secret love', 'japan', 'prostitute', 'sibling relationship', 'geisha', 'brothel', 'mentor', 'world war ii', 'loss of virginity', 'period drama', 'biting', 'kimono', 'sumo', 'kyoto, japan', '1920s', '1940s', '1930s', 'desperate', 'loving', 'student mentor relationship', 'loss of sister', 'loss of parents', 'admiring', 'appreciative', 'authoritarian', 'disrespectful']"
41573,"Family Stone, The",Comedy|Drama|Romance,2005,Thomas Bezucha,"['Dermot Mulroney', 'Sarah Jessica Parker', 'Diane Keaton']","['holiday', 'big family', 'connecticut', 'family relationships', 'fish out of water', 'falling in love', 'engagement ring', 'christmas', 'unassuming', 'christmas tradition', 'christmas romance', 'comedy of errors', 'cliché']"
41617,Havoc,Crime|Drama|Romance,2005,Barbara Kopple,"['Anne Hathaway', 'Bijou Phillips', 'Shiri Appleby']","['high school', 'hip-hop', 'street gang', 'upper class', 'fight', 'gun', 'gangster', 'underage drinking', 'marijuana', 'east los angeles', 'lingerie', 'gang rape', 'suburb', 'drugs', 'rebellious youth', 'inner city', 'hispanic', 'bonfire', 'voyeurism', 'wild party', 'gang violence', 'privileged life', 'woman director', 'pacific palisades', 'sex game', 'video camera', 'teenager', 'violence']"
41627,Samurai Rebellion (Jôi-uchi: Hairyô tsuma shimatsu),Action|Drama,1967,Masaki Kobayashi,"['Toshirō Mifune', 'Yōko Tsukasa', '加藤剛']","['samurai', 'based on novel or book', 'kidnapping', 'period drama', 'jidaigeki', 'edo period', 'feudal japan', 'chanbara', 'bushi']"
41712,"Room for Romeo Brass, A",Comedy|Drama,1999,Shane Meadows,"['Paddy Considine', 'Andrew Shim', 'Frank Harper']","['friendship', 'rejection', 'nottingham']"
41716,"Matador, The",Comedy|Drama|Thriller,2005,Richard Shepard,"['Pierce Brosnan', 'Greg Kinnear', 'Hope Davis']","['mexico city, mexico', 'hitman', 'midlife crisis', 'cocktail', 'stranger']"
41724,Wal-Mart: The High Cost of Low Price,Documentary,2005,Robert Greenwald,"['Lee Scott', 'Don Hunter', 'Jon Hunter']","['capitalism', 'department store', 'protest', 'community', 'middle class', 'business', 'big business', 'retail trade', 'consumerism', 'economics', 'corporation', 'walmart']"
41769,Mozart and the Whale,Comedy|Drama|Romance,2005,Petter Næss,"['Josh Hartnett', 'Radha Mitchell', 'Gary Cole']","['taxi driver', 'autism', ""asperger's syndrome""]"
41828,Don't Look Now: We're Being Shot At (La grande vadrouille),Comedy|War,1966,Gérard Oury,"['Bourvil', 'Louis de Funès', 'Terry-Thomas']","['opera', 'paris, france', 'general', 'raf (royal air force)', 'world war ii', 'conductor', 'bomber', 'paratroops', 'french resistance', 'british soldier', 'nazi occupation', 'house painter', '1940s', 'occupied france (1940-44)']"
41863,"Three Burials of Melquiades Estrada, The",Adventure|Crime|Drama,2006,Tommy Lee Jones,"['Tommy Lee Jones', 'Barry Pepper', 'Dwight Yoakam']","['mexico', 'texas', 'illegal immigration', 'border patrol', 'usa–mexico border', 'promise', 'corpse', 'desert', 'neo-western', 'coyote']"
41997,Munich,Action|Crime|Drama|Thriller,2005,Steven Spielberg,"['Eric Bana', 'Daniel Craig', 'Ciarán Hinds']","['hotel room', 'israel', 'mossad', 'assassination', 'paris, france', 'hostage', 'olympic games', '1970s', 'intelligence', 'munich, germany', 'ailul al aswad', 'plo terrorist group', 'bomb constructor', 'olympian village', 'revenge', 'terrorism', 'terrorist group']"
42002,"Producers, The",Comedy|Musical,2005,Susan Stroman,"['Nathan Lane', 'Matthew Broderick', 'Uma Thurman']","['nazi', 'cheating', 'male friendship', 'success', 'musical', 'based on play or musical', 'blonde', 'producer', 'sing sing', 'broadway', 'based on movie', 'aftercreditsstinger', 'woman director', 'accountant', '1950s', 'musical comedy']"
42004,Transamerica,Adventure|Comedy|Drama,2005,Duncan Tucker,"['Felicity Huffman', 'Kevin Zegers', 'Fionnula Flanagan']","['new york city', 'individual', 'sexual abuse', 'waitress', 'parent child relationship', 'therapist', 'runaway', 'new mexico', 'drug addiction', 'hustler', 'cocaine', 'motel', 'new identity', 'arkansas', 'road trip', 'los angeles, california', 'teenage prostitute', 'porn industry', 'lgbt', 'stolen cars', 'hitchhiking', 'road movie', 'trans woman', 'father son relationship', 'gender affirmation surgery', 'transgender', 'intimate', 'dubious', 'hopeful']"
42007,Rumor Has It...,Comedy|Drama|Romance,2005,Rob Reiner,"['Jennifer Aniston', 'Kevin Costner', 'Shirley MacLaine']","['daughter', 'ladykiller', 'family secrets', 'extramarital affair']"
42009,Cheaper by the Dozen 2,Adventure|Comedy,2005,Adam Shankman,"['Steve Martin', 'Eugene Levy', 'Bonnie Hunt']","['chicago, illinois', 'lake', 'husband wife relationship', 'based on novel or book', 'holiday', 'competition', 'forbidden love', 'big family', 'father', 'family relationships', 'rivalry', 'sequel', 'labor pain', 'family vacation', 'family holiday', 'large family']"
42011,Fun with Dick and Jane,Comedy|Crime,2005,Dean Parisot,"['Jim Carrey', 'Téa Leoni', 'Alec Baldwin']","['husband wife relationship', 'based on novel or book', 'robber', 'hold-up robbery', 'suburbia', 'remake', 'loss of job', 'humiliation', 'unemployment', 'bankruptcy', 'travel agent', 'riches to rags', 'bearer bonds', 'comeuppance']"
42013,"Ringer, The",Comedy,2005,Barry W. Blaustein,"['Johnny Knoxville', 'Brian Cox', 'Katherine Heigl']","['operation', 'sports', 'lawnmower', 'finger', 'loser', 'uncle', 'special olympics']"
42015,Casanova,Action|Adventure|Comedy|Drama|Romance,2005,Lasse Hallström,"['Heath Ledger', 'Sienna Miller', 'Jeremy Irons']","['new love', 'venice, italy', 'female lover', 'seduction', 'menage a trois', 'carnival', 'casanova', 'love', 'extramarital affair', 'blunt', '18th century', 'catholicism', 'burlesque', 'questioning', 'charismatic', 'understated', 'disdainful', 'doubtful', 'dubious', 'subjective']"
42018,Mrs. Henderson Presents,Comedy|Drama,2005,Stephen Frears,"['Judi Dench', 'Bob Hoskins', 'Will Young']","['widow', 'world war ii', 'musical', 'nacktrevue', 'variety show', '1940s', 'burlesque show']"
42176,"Ear, The (Ucho)",Drama|Thriller,1970,Karel Kachyňa,"['Radoslav Brzobohatý', 'Jiřina Bohdalová', 'Jiří Císler']","['communism', 'bureaucrat', 'marital conflict']"
42191,Luxo Jr.,Animation|Children,1986,John Lasseter,[],"['ball', 'father and child', 'short film']"
42285,"Dentist, The",Horror|Thriller,1996,Brian Yuzna,"['Corbin Bernsen', 'Linda Hoffman', 'Michael Stadvec']","['trauma', 'victim', 'surprise', 'murder', 'slasher', 'torture', 'dentist', 'death', 'psycho', 'voyeur']"
42418,"New World, The",Adventure|Drama|Romance,2005,Terrence Malick,"['Colin Farrell', ""Q'orianka Kilcher"", 'Christopher Plummer']","['native american', 'native american attack', 'interracial romance', 'colonialism', 'virginia', 'british colonial', 'new world', '17th century']"
42422,Voices of a Distant Star (Hoshi no koe),Animation|Drama|Romance|Sci-Fi,2003,Makoto Shinkai,"['Makoto Shinkai', '篠原美香', 'Donna Burke']","['future', 'love', 'tragedy', 'mecha', 'text message', 'star crossed lovers', 'true love', 'anime', 'short film']"
42556,7 Faces of Dr. Lao,Fantasy|Mystery|Western,1964,George Pal,"['Tony Randall', 'Barbara Eden', ""Arthur O'Connell""]","['magic', 'circus', 'arizona', 'yeti', 'medusa', 'railroad', 'chinese man', 'loch ness monster']"
42559,Samurai Assassin (Samurai),Action|Adventure|Drama,1965,岡本喜八,"['Toshirō Mifune', '小林桂樹', '伊藤雄之助']","['japan', 'samurai', 'based on novel or book', 'based on true story', 'sword fight', 'tokyo, japan', 'ronin', 'jidaigeki', 'edo period', '19th century', 'bakumatsu']"
42602,"Boys of Baraka, The",Documentary,2005,Rachel Grady,[],['woman director']
42632,Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi),Crime|Drama|Mystery|Thriller,2005,Park Chan-Wook,"['이영애', 'Choi Min-sik', '권예영']","['prison', ""women's prison"", 'revenge', 'vengeance', 'waiting for revenge']"
